MERTK,4690,7286,3835,7161,4250,5665,6222,5750,4672,2805,7373,4967,6750,4690,5337,5736,5655,7036,4331,4533,7568,3783,3593,6762,1154,5479,4115,6170,1667,3186,1515,1084,2887,6699,5317,1034,4157,1888,7047,4848,2592,2942,2543,2934,1914,2883,5750,2788,3584,5545,4385,5231,2911,3081,2496,1036,3090,746,4015,5535,957,6235,3492,2515,5805,1145,3397,5006,4656,2547,4245,2637,4094,9707,5973,1732,3471,1902,1990,1501,4777,3706,6288,2079,2670,4296,4834,3618,2487,0
FER1L6,2934,4864,2644,3893,1084,2518,1326,3294,5340,3713,5178,4122,6410,4205,1525,3941,3696,6439,2741,1765,4708,3620,3382,3338,868,2389,1805,547,302,593,613,531,756,814,493,637,1402,1463,811,1300,613,2908,2333,2182,363,634,1263,720,2267,1066,695,1510,333,1903,652,412,1592,867,748,1131,357,1649,1725,1616,2583,531,818,2397,907,1604,829,675,800,2032,798,1237,511,388,1271,1119,4524,1239,1264,429,1580,2193,2849,3178,406,0
PTK7,7986,12101,6826,13153,7989,10817,11369,10523,8956,6714,11951,9295,12667,10081,9180,11246,8886,10345,8328,7415,9687,7199,8096,11480,2679,6740,10578,5751,3015,6754,2069,2189,6380,8702,4544,2488,4555,3708,6704,6642,3871,3109,5158,4016,4255,3990,6861,4899,5142,13470,6151,6239,3554,5502,3542,2759,5997,2748,5089,8021,1963,5337,4790,3374,9055,1748,4489,6018,5815,3980,5771,4869,5400,14457,7344,3714,4305,2774,5809,5137,8930,4867,14679,2819,4478,6401,13068,4767,4107,0
TJP1,1497,3188,1344,3604,1480,2487,2063,1915,2113,979,2570,1785,2323,1778,1848,1895,2032,2151,1556,2002,2511,1015,1328,3023,2174,4571,2812,3693,3834,2197,1523,2732,3052,5107,4631,1449,1754,1798,3588,1257,4036,1638,2460,2557,3056,1779,3164,1780,3913,3552,3652,2104,3484,3647,2926,1855,2088,2267,3258,2975,1697,2659,2677,2044,4805,1658,3779,2931,3164,2098,3410,1362,3002,2671,2208,3490,2612,2679,1506,3223,1967,2853,2940,2802,2150,2102,3243,3101,3047,1
PLEKHA5,13184,14381,10950,20087,10626,19336,16860,12085,18106,9937,14303,12229,15298,13218,8769,12518,18349,23031,10468,26150,18630,15984,11324,23933,33011,27972,10253,22404,26971,9494,11315,17199,13167,20639,24580,9976,16233,20576,14013,14164,25099,14573,27372,18812,11946,18140,14251,14233,41122,7349,24175,17524,14979,27196,19697,6559,20432,22217,21646,23943,5183,13970,22494,17649,16223,13864,20749,22679,23290,16303,15667,21273,12505,13332,22787,32826,20346,7460,22160,21398,15586,19727,10389,26002,13706,19243,11423,21695,12752,1
LDB3,4582,4845,3033,4239,4662,3889,4942,4981,4549,2425,6481,4760,4566,3949,4791,6054,3498,3972,4436,3341,4784,3542,3885,5058,3699,10299,3452,9349,4519,2775,3492,4196,5863,9604,7907,1914,5440,4551,6437,6559,13734,5721,6056,5397,5865,4399,8343,4402,5441,7202,8522,6780,5564,4726,6449,1469,4355,1741,5820,6589,2208,6862,4763,5314,12865,2287,6406,8384,6218,4366,6366,3865,5280,6554,8972,4054,5440,3739,4178,3066,6586,7714,1934,5170,3608,9374,4823,7664,4506,1
SNRNP48,1748,1787,1164,2273,1141,2052,2091,1691,2279,1367,1951,1773,2599,1767,1377,1848,1615,2144,1326,1954,1200,1871,1984,2375,2954,3271,1295,2522,4930,1549,2246,2530,2383,2500,3053,1295,2416,2026,2351,1012,3332,1943,1702,3446,2543,2138,2995,2717,2591,2810,1387,2377,2947,3071,2397,3236,2509,3126,2083,2123,1625,1713,3277,2579,2969,3589,2285,2540,2627,2373,2298,2129,2123,2583,1275,3893,1775,3585,2966,3684,1528,3125,2123,2457,1677,1649,1420,2330,3163,1
NCOR1,2461,3864,2393,4265,3684,4242,3813,2957,2071,3621,3370,2411,3122,3496,3227,2326,3645,4385,1702,3257,4727,3408,2660,6304,834,2476,2703,1609,985,2181,755,843,2082,2460,1454,475,1150,759,2340,2171,1324,1116,1448,1105,558,977,1966,1150,1772,1940,3046,1284,931,1343,1115,418,1994,650,1857,5381,337,4550,1457,1047,2241,622,1234,1908,1762,723,1453,1205,1300,2994,1494,1193,1535,820,1632,1016,2138,1440,2991,795,1469,1675,3438,1593,1111,0
FOXN1,462,635,359,740,473,597,533,397,353,564,498,394,402,417,370,271,511,545,324,604,604,475,384,864,172,254,353,588,402,316,84,183,253,455,865,97,217,171,362,80,324,128,264,292,130,137,518,124,333,699,783,203,248,201,347,213,138,92,512,482,124,351,273,100,312,177,821,275,326,110,328,72,352,511,169,184,225,200,194,138,290,316,263,345,73,179,500,200,696,0
DNALI1,6030,11067,2829,6544,22446,10208,14670,5571,19004,3906,8657,8949,4917,10558,10564,10454,10480,8574,5004,12090,21299,16374,2960,11870,6012,15253,6902,19391,3795,3387,440,1514,1732,1766,2295,1289,2711,9768,2124,5137,1888,2194,11716,1637,3342,1263,1561,1128,5535,2538,2776,683,3459,5538,2100,13003,2527,1672,1282,13860,560,2889,4214,3081,10568,1699,2958,5313,3137,1221,1517,2045,904,7700,2001,3762,6596,1661,7338,7863,4468,2455,3762,3011,1905,10349,3010,6397,4321,0
PABPC1L,766,1320,834,1467,1380,1174,1065,852,1719,680,1081,715,913,917,747,831,1328,2090,710,1559,1844,1146,716,1814,958,962,676,1395,2452,430,859,1560,3354,2600,2022,746,1410,548,2699,783,1874,1323,784,1917,1453,1502,1780,1040,800,707,1220,2061,2702,3708,2698,3246,3291,759,1994,681,324,2009,1676,1204,18575,378,2879,2129,2316,1089,2383,1985,1943,1984,895,1496,2787,1916,841,817,1238,2672,5034,3805,453,988,1215,1450,1690,1
TUBB3,1863,3994,1623,4251,1216,3217,2733,2909,2748,692,3578,2757,3198,2634,2868,2633,3016,2333,2163,2863,2306,917,1387,3705,2449,2381,2725,4679,1906,3076,2629,1709,1688,4522,5962,2635,2702,3193,4078,2441,7279,1164,2618,3898,4969,3861,2964,4639,4949,2081,1421,2817,3671,2754,3908,413,2452,2153,5489,3863,2619,1789,4184,3171,3630,3575,4798,4223,3828,3784,5365,4234,2745,3827,3344,6531,2616,3079,2331,2814,2518,2717,1782,3725,2936,1886,3472,1909,3429,1
TMEM102,1968,2240,1538,3903,1398,3655,1655,1645,1724,2630,2433,1479,3425,2155,1147,1350,2615,4303,1563,2654,2960,2272,1201,2289,240,1116,1189,311,122,1338,211,224,169,244,163,256,697,577,367,383,232,431,919,729,176,292,277,191,585,479,149,289,244,522,322,764,567,410,233,1483,137,457,798,567,228,183,216,574,371,428,299,270,372,1927,311,457,374,184,292,354,1074,487,542,366,973,923,1184,443,311,0
HGF,7669,6874,6682,6458,8752,8211,8827,8673,7904,12227,6740,6997,6392,9255,6716,7602,6237,8351,7914,7363,7253,10734,10924,8898,4479,4170,5099,4169,3651,5126,4054,3574,4206,5748,3329,1950,4779,5942,4269,3622,4312,3155,5009,4399,4110,4063,3653,7630,4726,4187,4052,6078,5021,5065,3809,4554,5173,3229,4895,8883,2999,5839,4159,4272,4072,3750,4099,5407,4471,3662,5339,4159,3830,6939,5996,4595,3790,5173,3210,3618,4739,4613,6545,4431,2835,4481,4614,4627,3717,0
SLC4A1,613,2592,267,3320,295,518,753,2379,232,1248,3657,2789,906,1676,300,780,1529,4872,774,2084,1073,362,641,885,146,38,242,74,10,83,142,133,146,121,190,23,22,10,289,79,235,1364,152,93,1176,103,44,51,323,495,277,159,302,77,161,1136,128,97,21,538,15,647,127,256,241,243,322,471,23,211,229,208,171,445,52,264,108,100,573,107,324,207,375,60,209,81,599,228,129,0
CLCN2,707,2277,452,1683,1418,1649,1213,1395,79,375,1375,256,288,2082,2098,381,1793,381,588,550,1413,425,2139,2691,3,9,2532,15,3,1510,16,24,0,6,0,1,22,14,19,9,2,7,23,8,314,12,1,17,11,38,5,2,10,7,18,9,14,11,8,1331,2,80,15,7,26,12,7,4,14,1,17,3,14,46,16,39,6,5,14,8,122,11,62,9,3,18,1944,8,3,0
AQP2,548,617,554,638,387,721,470,728,367,878,710,466,466,677,531,514,494,930,485,607,818,506,687,849,252,420,513,312,216,604,223,250,442,455,325,122,291,187,470,160,301,170,225,343,900,305,434,454,311,514,376,369,407,347,266,465,369,167,526,730,194,579,288,304,401,170,502,314,354,214,545,326,335,781,361,389,300,293,235,144,567,335,489,262,230,487,572,349,330,0
TFE3,15482,18587,10164,21056,46399,13441,37914,12492,28393,6488,17618,12648,22615,10839,12192,18370,14630,18078,12436,15252,24086,33107,9583,20554,3989,16376,13709,10087,5276,6054,2198,4634,8987,15045,7925,4304,5066,7493,9239,7351,4592,6020,8583,5540,2823,4235,5101,4410,7522,9968,13041,4697,4338,7584,6886,4087,8764,3923,7470,9158,1492,7975,7125,4679,8113,2344,6393,8659,8583,4895,6581,5879,7385,19226,5256,4080,7330,3788,9965,5921,12663,7673,19586,5030,5329,10665,8506,7828,4586,0
MMP2,621,642,390,1009,417,741,909,701,794,392,886,636,371,640,399,681,634,707,583,1087,821,399,686,947,2017,2157,612,1142,1348,900,858,1041,1062,2599,1529,615,1224,791,1796,935,1716,774,1604,1439,666,739,802,686,1926,1007,1577,1284,1451,1107,1282,427,1305,1607,1423,1532,673,962,1166,1107,1634,931,1601,1298,935,1183,1163,885,1239,346,547,1858,1418,1000,1971,1643,615,1339,303,1340,872,904,1012,1269,1309,1
UNC80,17331,17229,11393,16984,12303,13276,20534,14917,28579,11278,18898,15313,28783,16755,11244,19475,17019,22601,15796,13970,18520,18193,13781,16056,6835,7936,10332,10950,8778,9592,5545,8201,4762,4470,6714,4238,12010,17321,5190,6354,6593,9380,11202,12972,2180,8679,7955,5543,9003,5125,6022,8632,7501,11576,8347,26178,9561,6099,8871,9615,5569,6841,14030,11792,11226,4121,5113,10932,9553,7896,6130,5469,6842,21641,5908,6294,9061,4978,5362,6474,14230,11556,25093,8690,4215,6692,11386,10489,5840,0
GNA13,720,908,882,860,567,1762,784,619,854,339,1209,1025,2265,817,542,1134,634,1439,601,1198,783,959,814,844,165,2325,901,439,284,616,859,1313,4043,8023,44,41,2663,159,5920,2233,1839,2259,1384,2094,5222,2236,3712,442,578,6434,4752,3480,1406,2400,1471,59,1622,96,2191,1289,1866,1807,2543,2494,4014,344,1591,5067,4545,186,3080,3083,3923,3372,1193,149,2526,4182,625,2377,3667,3395,3040,1019,2181,2321,521,171,2971,1
UPF3A,2451,2271,1784,2191,1558,2676,2844,2979,3959,2124,2716,2280,2121,2418,1965,3030,2484,2870,2187,3372,2011,2875,3436,3130,4578,4568,1928,3558,5085,2087,3723,3004,2624,4540,3016,1790,3439,4045,2967,1318,4192,2708,3288,5051,3302,3631,3812,4486,3784,4465,1903,3005,4568,4248,3166,4504,3520,6135,3279,2786,1996,2692,3630,3430,4161,6369,2962,3821,3155,4039,2642,3333,2399,3329,2805,5310,2212,5080,3368,5760,1884,2820,7964,4107,1608,1965,1754,3608,3564,1
CLUL1,2274,3528,2225,3496,3100,2285,4019,2598,2774,1890,3699,2777,4253,2299,2625,3141,2467,3167,2543,2294,3931,2388,1679,3044,905,2875,1855,2464,1437,1028,699,822,1804,3384,2081,645,1599,1278,2065,2006,1414,1531,1794,1570,1551,1185,2565,1045,1796,1997,2520,1942,1399,1789,1408,1367,1900,790,2028,1643,628,1834,1838,1801,2567,703,1603,2248,2098,1228,1946,1625,1447,3363,2279,1642,1575,1149,1786,1033,3293,1782,4057,1044,2579,2224,2129,1820,1263,0
CUL9,3885,2075,3882,3268,6035,3309,5986,2016,2906,5605,1802,2622,1914,3615,2114,3233,2970,2291,3139,4556,4787,11804,4020,3709,733,853,2025,1554,482,1328,870,685,1664,1472,790,690,1949,3218,995,1823,1793,2605,1534,959,717,1545,935,1021,671,2370,732,1937,851,1159,716,1463,871,987,594,1414,629,680,1054,1000,1006,509,725,2551,916,1419,833,956,1149,3972,1197,683,921,852,1195,969,2116,845,1633,854,468,695,1446,873,927,0
RCOR2,3021,1852,1068,2029,1499,505,773,1451,9392,975,3806,1844,8294,691,1290,1755,1390,3525,1215,623,2627,1072,1642,464,123,158,870,235,30,166,143,660,40,29,75,6,132,4119,199,111,46,50,433,243,16,209,28,136,256,20,25,154,140,355,85,4367,45,603,122,243,20,227,152,95,1926,112,72,46,84,88,110,2204,121,235,232,61,19,70,50,285,2119,136,2658,97,103,641,344,155,0,0
MFAP1,1984,2333,1381,4304,2557,1516,2183,1420,5460,2416,2778,1646,3706,1764,1271,2613,2950,3278,1404,1262,4801,2768,1696,1658,846,10472,1797,2539,2453,798,714,271,220,251,3819,112,1154,1693,1060,1149,1127,453,3341,387,2701,743,590,282,3071,1260,1582,1874,1158,1897,519,2098,665,295,901,1964,231,1956,956,494,822,892,1519,1083,2221,311,271,472,2276,1475,697,779,2635,223,379,356,3213,1328,4951,257,580,2820,1259,997,2643,0
FLNA,1568,1326,864,1402,1053,903,1318,1963,923,1262,1569,1461,1187,1100,1797,1556,851,428,999,749,1153,825,1733,1762,8,5,2401,1,2,1022,3,2,3,6,2,1,13,7,76,6,21,2,4,5,458,0,4,21,6,8,15,1,32,7,4,0,0,1,1,2430,10,86,20,3,4,2,3,33,4,2,0,1,6,1361,812,1,25,2,7,3,443,29,9,10,0,78,3226,8,0,0
STRN3,15998,23664,11758,27199,15688,20678,24622,21596,8496,8056,21116,16364,17235,17240,18697,17311,18132,14075,11221,14495,17984,9394,13617,25981,1855,8554,14741,2942,1812,11407,2272,1832,2943,5047,4317,1101,3291,1868,4316,3114,3197,4862,3367,3078,18611,3356,5437,3278,3645,5624,4940,3250,3284,3727,4440,1397,2848,1311,4374,22569,1367,6133,3224,3137,5019,1345,4588,4329,5042,2191,7136,4600,3398,11914,5786,6603,3312,2511,7133,3513,6499,3081,7784,2280,2894,14789,18869,3840,3238,0
RCC2,7812,7961,5686,8489,7200,7801,8949,7428,6902,7903,8919,7059,13070,8078,6911,8310,7929,9059,6942,6649,10349,8778,8309,9609,2098,7630,6321,4473,2298,5175,1663,2545,6505,6342,3660,1268,3170,3759,3511,3931,3570,3165,5061,3203,3017,3132,4509,5477,5056,6774,5847,4343,2929,4757,2961,2953,4931,2112,3985,5839,1343,8290,2851,2247,4784,1933,3649,4915,3613,2434,4132,3235,2936,11125,4430,2975,2804,2303,3943,3072,10085,3302,8318,2965,3892,4603,7252,3982,2747,0
NR1I3,2667,3957,1913,4057,2212,3173,3706,3103,3166,1397,3547,2584,3364,2665,2589,2834,3126,3232,2288,2633,3355,2093,2060,3540,1106,3814,2516,2815,1801,2174,1092,2230,5513,6736,2854,1133,3385,1624,3068,2127,4127,2005,2060,3161,3388,3493,5054,2307,4168,7043,6460,4606,3543,4911,3839,2601,4799,967,6554,3187,2458,3986,3748,2942,7504,1056,4775,4775,4716,1609,5848,4090,4447,4899,2039,3401,2648,2580,2805,1362,4096,4417,4428,2845,3415,2578,2941,2131,2835,1
TMEM168,3651,4862,2643,6365,2948,3984,4452,4328,3791,2368,5351,3585,3596,3143,3574,4775,4212,4551,2627,4307,5486,2994,3826,4921,727,3562,2500,3016,1136,1757,504,906,1686,3116,2078,991,1421,1634,2281,1355,1362,1240,1813,1503,4977,1051,1747,1195,1865,2233,2035,1211,1233,2920,1493,1591,1657,926,1826,4212,349,3477,1522,1422,1796,636,2094,1875,2059,1216,2657,1676,1956,4852,2324,1445,2406,1333,1622,833,2226,2127,5676,2016,1146,3377,3083,1260,2291,0
PRTG,4759,3126,1584,1377,1879,2456,1558,1687,5989,1321,3026,5000,8609,2662,3214,1540,2333,2968,1798,1634,2255,5417,1825,1796,235,846,425,600,354,259,384,410,117,134,179,322,1180,704,182,160,697,819,872,949,125,764,324,463,1285,369,81,740,316,433,553,2856,716,915,886,860,475,686,1389,356,207,229,214,327,432,707,312,129,355,1734,166,952,199,141,348,1445,1703,796,568,501,289,566,406,384,356,0
KLK2,460,1440,815,671,137,1435,559,669,195,434,600,295,134,1196,841,444,1168,669,380,846,429,101,496,2592,1928,78,4602,6066,1110,5462,2202,2422,763,1220,1767,113,1343,373,681,430,1469,1465,1892,362,2899,2518,2529,78,231,655,294,431,613,491,810,384,1731,514,169,355,56,216,742,453,1667,767,264,974,441,349,1044,1115,285,145,233,3432,566,1596,8387,2756,3610,346,210,979,94,788,6189,1158,782,1
TMEM126B,2614,3241,2609,3279,1854,3738,3008,3243,1879,3265,3062,2722,2439,3034,2183,3167,2650,4434,2795,2562,2651,2142,3276,3523,1008,2105,2032,1608,1211,2565,962,939,1673,2166,1744,668,1526,1438,1560,1273,1279,754,1570,1264,1528,1164,1446,1308,1621,1702,1939,1808,1268,1635,1312,917,1241,1250,2036,2833,559,2767,1198,1147,1931,826,1573,1579,1750,897,1781,1252,1603,1771,1500,1446,1374,1129,1274,1327,1274,1728,3779,1277,2386,1585,2503,1407,1389,0
BLM,1663,2680,1247,4064,1442,2548,2784,2215,2504,1244,2477,1834,2931,1723,2010,1740,2586,2350,1512,2114,3292,1632,1314,3384,2232,4707,2087,4674,7548,1346,2137,4598,3933,6090,5573,1353,2502,1898,4974,2415,4394,3640,2911,3308,1161,3238,3448,2052,3844,2582,7594,3624,4663,5940,4431,2796,3238,1782,4344,2623,1398,5701,5163,3123,7200,1113,5336,5623,6262,2476,5162,5016,5132,3204,2913,5195,4465,3915,4361,2420,1777,2895,3494,3287,1513,2194,2506,4242,5477,1
ATP2B1,2893,4013,2158,2794,4934,3574,4870,2473,3439,2911,2815,2745,2528,3214,4010,3483,2290,3206,2705,2699,2642,3383,3267,2460,1280,1740,2320,1833,1135,3418,696,1012,909,2115,1295,895,1150,2274,1212,1764,1254,937,2542,1206,1097,974,1054,1241,1748,1420,1028,1211,1491,1464,978,2546,1408,1010,1270,3274,577,2162,1407,1081,1735,853,1039,1368,1284,1378,1370,1074,1290,2865,865,1238,1480,1393,976,1846,1767,1573,3799,1380,904,2217,2254,1052,1262,0
IFNAR1,4374,6440,4152,6781,5652,5536,6742,5052,4372,3516,5810,5429,5802,4970,5011,5252,4367,5276,4858,4694,6725,4748,4191,7484,1432,7022,5889,5228,1848,3735,1530,1373,4327,5692,4687,1155,2958,2413,4336,4571,2630,2570,3094,2360,2114,2222,5408,2445,4013,5590,4968,3806,2270,3031,2435,1455,3163,1087,3747,7803,1479,8059,2783,2116,4301,1763,3119,3991,3933,2098,4021,3210,3201,10338,4848,2187,3062,1824,2842,1828,5943,3558,4087,1552,3052,5296,7112,4058,2616,0
ITK,1283,2079,6305,1711,941,1314,589,1743,2747,394,3641,860,1302,477,904,2040,766,2181,1063,1453,2526,404,1083,2294,39878,14755,726,19099,60013,486,2398,68172,18691,116059,44069,19057,10575,12231,41446,8141,20544,5172,4632,7013,20990,5832,24689,4426,11927,6454,16877,2155,22337,34887,39637,10880,79689,6145,8772,3654,400,3759,16939,3061,76453,3660,37752,48293,10049,11155,19409,65061,4069,32922,11146,11865,28857,72256,21410,10423,4604,5486,1251,12230,3548,748,3924,15539,13034,1
PLSCR1,1771,2303,1517,2793,2270,2341,3047,2270,1964,1747,2263,2097,2415,1967,1898,2226,2518,2713,1914,2467,2481,2111,1854,2676,1189,1976,1354,1624,1753,1831,831,1160,1378,2062,1591,650,1140,1273,1560,990,1207,975,1592,1593,1154,933,1405,759,1632,1528,1289,1228,1579,1430,1190,1932,1367,971,1319,2267,775,1126,1412,1153,2978,861,1287,1430,1337,1135,1492,1083,1279,1445,1062,1903,1043,1360,1307,1267,1122,1409,1835,1412,1020,1099,1552,1249,1430,0
TLR2,1460,2012,883,944,310,982,784,2059,3374,416,2844,1901,1098,654,991,2410,871,2538,1507,397,780,393,1494,521,106,134,406,155,178,236,36,106,68,102,44,38,142,245,226,183,89,226,117,222,77,81,102,33,82,72,51,69,106,142,176,295,150,88,89,1471,49,117,202,187,316,56,63,192,122,197,43,228,123,623,102,73,173,78,63,48,310,173,275,134,100,249,369,302,55,0
PPP2R1A,14995,29134,17531,43165,17359,41166,22472,17402,7429,15567,18237,20398,17595,23538,16641,12595,26327,27951,13235,33697,28726,17042,11779,40761,5244,21674,30843,15532,5460,16773,3574,3701,12372,22009,18188,2930,8063,4418,13198,12217,8417,8346,7495,8306,20886,9130,11625,9224,12078,12915,16694,9875,4978,12135,7467,434,10365,4614,12831,26108,2331,21891,8135,8189,1303,4821,12661,8760,10666,5968,12163,8216,9320,32488,18356,7908,9658,6857,6833,5559,31334,10368,421,5260,12283,33564,44022,10774,8156,0
ARID1B,1562,1523,1016,1440,1030,1346,1425,1647,2815,1405,2171,1537,1619,1287,1566,2300,1029,2069,1604,948,1616,1081,1837,1227,508,1510,1159,1638,666,791,270,482,682,1669,1347,264,894,1152,1474,697,541,627,1213,542,963,563,1211,534,1143,1205,1087,797,643,1140,827,1071,804,706,721,1873,203,1336,763,571,1764,452,793,1063,1119,613,813,611,531,2044,1234,880,880,664,908,691,1277,601,2388,590,525,1400,1264,1155,759,0
NFAT5,2638,3343,1991,3641,1691,2783,3471,3247,3005,1195,3017,2730,3591,2319,2493,2921,2651,3070,2347,2883,2479,1798,2394,3217,2626,5172,2810,3863,4397,2599,2814,2498,4319,5367,5519,1970,2759,2177,3771,1759,4591,2401,2528,3946,3872,3309,4349,2518,4206,3977,2785,2886,4067,4357,3115,3624,2188,3660,4041,4609,2347,2364,3742,3366,3844,3084,3455,3118,3782,3997,4396,3737,2534,3252,2675,6620,2678,3899,2754,4334,2724,3497,4166,3474,2727,3149,3095,3340,3335,1
TSPAN5,3578,3769,2869,3480,2570,4283,3850,4819,2696,3413,3983,3388,2520,3780,3517,3791,3408,2925,3261,3750,2883,3223,5998,4421,3802,7544,5391,4759,6790,5662,5531,6692,9981,8138,6257,3660,5171,3236,5221,3007,6486,4092,2596,6687,7847,5745,6939,5491,4736,7237,4961,6697,7461,6523,5024,3276,7032,3309,7417,4662,2321,5904,5560,4747,8827,4857,6182,5069,5557,4858,6268,8910,6011,5430,4111,7569,5581,9140,4805,4717,6618,6494,3289,6166,3343,3921,5154,5257,5181,1
RANBP2,1128,2587,1137,2784,1921,1432,1897,1377,618,1771,1567,888,674,2237,1937,577,1280,1677,868,865,1998,1958,801,1768,39,60,927,93,39,856,44,101,28,38,27,18,86,349,111,101,52,60,137,69,89,52,107,34,94,54,47,11,34,70,81,182,64,27,23,2715,20,91,122,47,159,31,32,76,38,71,26,160,22,237,81,25,75,46,49,48,295,71,324,67,575,105,2817,83,10,0
EHD3,4473,769,3514,114,340,648,201,3483,28,200,2736,1995,91,461,1851,3315,224,313,2143,60,201,78,5450,101,3,51,25,28,21,12,14,11,39,59,22,5,7,10,22,27,5,8,15,5,91,7,18,4,7,90,69,7,21,18,25,5,9,2,12,28,9,38,21,10,8,20,13,15,12,9,24,15,13,52,13,14,23,12,35,27,8,12,1,14,11,13,18,13,10,0
ZEB1,27810,29637,21050,31908,31793,38173,34889,31995,21781,44986,30717,26417,23766,32838,25202,29197,32468,31130,21180,30364,34275,38505,39533,42585,10930,20123,23269,15274,9121,25942,6701,9640,18448,15538,17912,6060,14651,10130,15138,17500,13280,10182,15777,11098,18771,10394,13917,9709,13817,15084,22951,20851,13748,17032,14346,7598,18021,5150,15066,43952,3717,18976,11982,13881,23231,6366,13795,17020,16561,9445,15007,12713,15007,21130,19542,12375,13291,9918,15120,8171,16808,18476,6542,12899,10713,20061,26925,13563,15353,0
TPM1,23726,24956,17355,27712,21400,24075,22792,24903,21597,18527,28193,23945,26090,21406,20536,27159,23348,26835,19752,19960,27999,22478,24851,28410,4684,16716,14787,12200,5075,10199,5075,5368,15338,17301,15026,4770,9706,8460,18226,15445,10988,7748,10747,11072,17409,9165,17391,10242,15345,19586,19666,15004,10384,15210,12052,3347,15203,3562,15819,30902,1271,33970,11256,8921,9758,2457,12722,17253,17104,8583,16699,12122,17970,54647,23155,7310,13989,10128,9683,5033,20647,14361,13876,6318,12920,15735,18146,13401,11991,0
MUC5B,4689,3100,1234,2220,835,1253,3966,4118,15780,611,7956,7682,9124,1454,3365,8054,1709,2342,2955,1147,2224,1017,3047,1093,111,1058,1078,306,73,243,106,121,477,36,236,63,213,551,49,224,142,165,705,180,672,155,103,814,181,153,325,54,81,230,60,1090,112,52,34,8435,95,175,202,182,286,59,62,265,344,49,92,146,81,2225,174,76,46,63,508,70,712,147,4368,308,86,1273,292,255,150,0
EPPK1,958,1744,597,1996,816,1380,906,896,1321,663,1356,856,1705,1071,960,768,1224,1231,763,1195,1477,1028,576,1294,393,801,527,496,401,693,362,436,390,556,589,323,499,462,565,347,887,358,719,705,695,352,548,509,506,722,393,409,642,611,446,908,408,496,660,1769,333,521,603,333,641,266,797,550,645,736,801,566,501,1362,403,691,400,458,625,543,865,761,2247,390,286,893,719,529,477,0
CBFB,6455,4914,3092,5423,6973,3488,6276,4762,6724,4394,5978,5125,6103,4835,4865,6301,3330,4225,4992,3389,5565,7290,4866,4549,1737,5275,2596,5110,2035,1505,1224,1498,4219,5484,3077,733,3527,2508,4768,3026,2603,3208,2508,2945,2687,1216,3905,1152,3051,1899,2871,2259,2361,4197,2730,3450,2972,612,1635,2010,761,2551,2941,2490,9258,1313,2525,6242,4725,1332,2454,2488,3076,4992,1692,1420,2965,2343,4438,1821,5381,3107,3253,1771,1172,5334,2978,2763,2614,0
KDM6A,6415,6842,4793,6185,5580,7274,6388,6528,6798,6853,8201,6343,7308,5704,5875,7890,6718,8424,5720,5191,7151,6732,7310,7756,3675,7027,6305,4411,3113,3547,1793,2100,3882,4662,4184,1927,4324,3175,4039,5242,3672,2705,5009,2986,6516,3189,4271,4172,6656,4720,5341,4543,3390,5742,3541,1633,4615,2592,4909,7006,1172,7996,4028,3563,4635,1787,4297,4735,4870,3634,4267,3984,4092,12710,5958,4882,3833,2118,4258,2860,11147,4368,8193,3225,4320,9211,7112,4199,2991,0
CADM1,11573,4942,2371,3721,4956,1542,1497,11767,4362,748,27462,5304,1885,1827,9731,22268,1639,1859,12546,697,3290,425,24770,1417,63,28,53,9,14,8,26,115,41,284,49,7,432,51,760,26,17,176,53,68,182,73,348,15,262,7,732,257,33,42,2389,193,406,26,18,52,113,69,1468,30,44,52,12,2872,91,3,45,154,19,140,3,61,99,842,46,22,1651,502,5562,121,425,71,30,13,15,0
BAG1,11835,11285,9377,12242,12074,12994,15216,11286,14411,21200,13319,10560,11745,12667,9910,14009,11673,14808,8728,10556,13145,14170,14321,14728,14165,26279,10255,22116,18123,6805,4800,11223,21604,35116,22968,7226,17134,10527,23197,12483,13306,10949,14022,12684,15078,9351,20199,6878,15055,17184,22950,16148,16463,22856,16998,7770,19265,5242,15722,11618,2702,18412,14196,15221,14324,6603,17474,21591,18283,13412,18809,12132,16477,14723,9389,15325,16639,11703,15835,13204,15380,17216,18604,13154,10015,24003,12211,20917,17664,1
LIAS,1851,2252,1773,3555,1795,2767,2259,1724,2727,1761,2958,1719,2676,2698,1682,2450,2199,2996,1492,1640,3179,2356,1271,2215,845,4950,1025,1817,1148,376,636,459,1172,4782,1121,436,1683,1082,2035,2252,1677,1393,1468,1173,772,1152,1597,271,2453,2232,3998,2127,812,1797,1148,449,836,780,1993,316,297,1753,1943,1095,2302,339,1341,2966,3116,744,1076,1239,1480,1754,998,877,2192,433,1015,690,2493,1343,2602,664,1254,2480,1311,1785,952,0
ALDH5A1,10373,12688,7350,12520,10102,10393,13275,10435,11628,5935,12331,9311,10634,9565,9910,12656,8675,11307,9545,9101,13347,10150,10359,12370,11625,24325,8949,21510,7794,5558,5246,8234,22771,30663,21894,4755,15143,12289,22034,12441,11819,10596,18096,11536,13559,10482,23098,6491,20750,8430,21177,16656,8811,23412,14159,4684,16838,7921,17329,8868,2827,14332,13375,12264,15512,6557,16336,22111,20233,10399,17419,13467,6726,15137,10543,14691,17074,6757,15721,12424,17543,16543,13601,10173,10086,16818,9550,18015,7631,1
